p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Print_Pattern_Type,Sustainable,Knit_or_Woven,Fabric,Fabric_Purity,brandID
15886890.0,HERE&NOW Women Beige & Orange Ethnic Motifs Printed Pure Cotton Empire Kurti,999.0,Beige,HERE&NOW,196.0,4.37244898,Daily,Ethnic Motifs,Regular,Woven,Pure Cotton,,325
16108350.0,Tokyo Talkies Women Bright Yellow Solid High-Rise Shorts,799.0,Yellow,Tokyo Talkies,64.0,4.25,Casual,Solid,Regular,Knitted,Polyester,,845
16156728.0,SHAYE Cream-Coloured Empire Top,2449.0,Cream,SHAYE,657.0,4.220700152,Casual,Floral,Regular,Woven,Modal,,732
17662704.0,DEEBACO Women Magenta Cotton Blazer with Trousers,3199.0,Magenta,DEEBACO,220.0,3.918181818,Casual,Solid,Regular,Knitted and Woven,Pure Cotton,,189
18011298.0,Inddus Lavender & Gold-Toned Banarasi Cotton Unstitched Dress Material,5799.0,Lavender,Inddus,,,Festive,Ethnic Motifs,Regular,Knitted and Woven,Cotton Blend,,363
18319606.0,MANGO Women Green Self-Design Tweed Single-Breasted Blazer,6590.0,Green,MANGO,9.0,4.777777778,Formal,Self Design,Regular,Woven,Polyviscose,,498
18805962.0,SIRIKIT Black & White Abstract Printed Basic Jumpsuit,1599.0,Black,SIRIKIT,,,Casual,Printed,Regular,Knitted and Woven,Polyester,,743
10197809.0,WISSTLER Women Black & Off-White Printed Open Front Longline Shrug,1199.0,Black,WISSTLER,1335.0,4.28988764,Casual,Printed,,Woven,Poly Georgette,,912
11054006.0,Jaipur Kurti Women White Regular Cropped Trousers,1149.0,White,Jaipur Kurti,6590.0,4.064643399,Casual,Solid,Regular,Woven,Cotton,,391
11064282.0,SASSAFRAS Women Cream-Coloured Solid Quilted Jacket,1999.0,Cream,SASSAFRAS,701.0,4.181169757,Casual,Solid,,Knitted and Woven,Polyester,,720
11991214.0,Roadster Women Mustard Yellow Solid Hooded Sweatshirt,1199.0,Mustard,Roadster,273.0,4.245421245,Casual,Solid,Regular,Knitted,Cotton,,702
